iter	Logloss
188	0.288880403
189	0.2887213867
190	0.2884636729
191	0.2882650687
192	0.2879755558
193	0.2878193941
194	0.287609073
195	0.28743041
196	0.2872648109
197	0.2871100625
198	0.2869958529
199	0.2868131751
200	0.2866353709
201	0.2864381072
202	0.2863163317
203	0.286022221
204	0.2857649729
205	0.2856505241
206	0.2855482473
207	0.2854900694
208	0.2852436991
209	0.2850875752
210	0.2848171456
211	0.2846146365
212	0.2844462335
213	0.2842281462
214	0.2838752238
215	0.2837342435
216	0.2835969442
217	0.2834486439
218	0.2832675634
219	0.2830702153
220	0.2829112875
221	0.2826659484
222	0.2824768353
223	0.2822002607
224	0.2821030359
225	0.2819063883
226	0.2817385433
227	0.2815774649
228	0.2813538606
229	0.2812710539
230	0.2810495722
231	0.2808801597
232	0.2806553595
233	0.280379947
234	0.280041809
235	0.2797802368
236	0.2795539165
237	0.2794032075
238	0.2791287932
239	0.2789980811
240	0.2788124152
241	0.2787289043
242	0.2785262095
243	0.2783000732
244	0.2781513329
245	0.2780286409
246	0.2778184187
247	0.2775475411
248	0.2773444879
249	0.2772239735
250	0.2770553878
251	0.2769252965
252	0.2767835116
253	0.2766860457
254	0.2765586981
255	0.2762949099
256	0.2760537867
257	0.2759653879
258	0.2758751058
259	0.2757280086
260	0.2755618809
261	0.2754306968
262	0.27522239
263	0.2748620532
264	0.2745530118
265	0.2744207873
266	0.2742827349
267	0.2740849332
268	0.2739925871
269	0.2738596173
270	0.2737522608
271	0.2735525091
272	0.2734125164
273	0.2732173972
274	0.2730455885
275	0.2728812824
276	0.2727478201
277	0.2726468456
278	0.2725621835
279	0.2723155142
280	0.2721224799
281	0.2719840851
282	0.2718886971
283	0.2717351177
284	0.2715774497
285	0.2713962649
286	0.2712530686
287	0.2710576092
288	0.2708693908
289	0.2706757101
290	0.2704614846
291	0.2703659868
292	0.2702099516
293	0.2699966343
294	0.2698248968
295	0.2696910521
296	0.2694665523
297	0.2691316764
298	0.2689336295
299	0.268721846
300	0.2685301888
301	0.2684027217
302	0.2682839744
303	0.2681437239
304	0.2679688186
305	0.267748667
306	0.2675345044
307	0.2673377137
308	0.2671106185
309	0.2669226282
310	0.2667769655
311	0.2665750572
312	0.2662959921
313	0.2661229469
314	0.2659321391
315	0.2657963704
316	0.2656714957
317	0.265485241
318	0.2653481262
319	0.2651225223
320	0.2649690247
321	0.2648583279
322	0.2646854131
323	0.2645464684
324	0.264436475
325	0.2643127215
326	0.2640981562
327	0.263953163
328	0.2638512905
329	0.2637161773
330	0.2635114517
331	0.2633546009
332	0.2631567829
333	0.2629909244
334	0.2626576519
335	0.2624597071
336	0.2621848648
337	0.2620032523
338	0.2618306407
339	0.2616459294
340	0.2612610559
341	0.2610865135
342	0.2609518739
343	0.2608004152
344	0.2606288415
345	0.2604315985
346	0.2602013297
347	0.2600316813
348	0.2598391586
349	0.259561796
350	0.2595001851
351	0.2594058121
352	0.2591535439
353	0.259054873
354	0.2589340784
355	0.2588418537
356	0.2586740273
357	0.2585504841
358	0.2584040193
359	0.2582615996
360	0.2581201759
361	0.2579562301
362	0.2577661935
363	0.2575702321
364	0.2574358033
365	0.2572154644
366	0.2569869941
367	0.256764703
368	0.2566061682
369	0.2564883334
370	0.2563635299
371	0.2561687721
372	0.255966937
373	0.255807095
374	0.2556554486
375	0.2555406441
376	0.2553131516
377	0.2552141645
378	0.2550484192
379	0.2548092673
380	0.2545579831
381	0.254438755
382	0.2543221124
383	0.2541053892
384	0.2539421557
385	0.2536905325
386	0.2535482254
387	0.2534325415
388	0.2533324728
389	0.2531792842
390	0.2529897814
391	0.2528107552
392	0.2527176048
393	0.2524326215
394	0.2523298398
395	0.2521132341
396	0.2519629628
397	0.251838474
398	0.2517116556
399	0.2515837903
400	0.2514401705
401	0.2513004246
402	0.2511682893
403	0.2510453744
404	0.2508524145
405	0.2506533635
406	0.2504989617
407	0.2502868675
408	0.2501520863
409	0.2499575209
410	0.2497546555
411	0.2496351732
412	0.2494163728
413	0.2492130937
414	0.2490792169
415	0.2489400101
416	0.2487358875
417	0.2485139464
418	0.2482099359
419	0.2480654172
420	0.2479534183
421	0.2477597679
422	0.2476426214
423	0.2473913983
424	0.2471578334
425	0.2469241451
426	0.2467930278
427	0.2465632904
428	0.2464799783
429	0.2463769546
430	0.2462459458
431	0.2461157914
432	0.2460395619
433	0.245898023
434	0.245742646
435	0.2455781231
436	0.2454242945
437	0.2453461307
438	0.2450782254
439	0.2449511411
440	0.2448749145
441	0.244700777
442	0.2445427264
443	0.2444423406
444	0.2442582824
445	0.2441472223
446	0.2439822044
447	0.2437400139
448	0.2435916019
449	0.2434138418
450	0.2432754009
451	0.2431300921
452	0.242984161
453	0.2429093941
454	0.2428199203
455	0.2427241559
456	0.2426122341
457	0.2424203682
458	0.2422746092
459	0.2421458578
460	0.2420492819
461	0.2418961007
462	0.2418097857
463	0.2415869158
464	0.2414802409
465	0.241402384
466	0.2412279846
467	0.2411033712
468	0.2409926278
469	0.2409096405
470	0.2407759167
471	0.2406328248
472	0.2405329869
473	0.2404873356
474	0.240378602
475	0.2402862888
476	0.2400677183
477	0.2399066299
478	0.2397418201
479	0.2395320831
480	0.2394097197
481	0.2393230976
482	0.2392461943
483	0.2391294789
484	0.2389986804
485	0.2388570094
486	0.2387046576
487	0.2385789901
488	0.2383345427
489	0.2380929823
490	0.2379080658
491	0.2377059222
492	0.2375874052
493	0.2374795879
494	0.2372623452
495	0.2371014846
496	0.2370310645
497	0.2369385928
498	0.2367026826
499	0.2366224245
500	0.2364859238
501	0.236391506
502	0.2362145969
503	0.2360812343
504	0.2359833298
505	0.2358235017
506	0.2357308601
507	0.2355421463
508	0.2354768949
509	0.2353877514
510	0.2353080749
511	0.235183681
512	0.2351030724
513	0.2350347881
514	0.2349035844
515	0.2348326591
516	0.2346678304
517	0.2345768132
518	0.2343680817
519	0.2342849134
520	0.2340990036
521	0.2339526618
522	0.2337989731
523	0.2336699009
524	0.2336258466
525	0.2335372225
526	0.2333874966
527	0.2332577509
528	0.2330552339
529	0.2329635118
530	0.2328782059
531	0.232801988
532	0.2327356761
533	0.2326433525
534	0.2325460769
535	0.2324495165
536	0.2322585552
537	0.2321844493
538	0.232120137
539	0.2320319736
540	0.2319296268
541	0.2318423875
542	0.2315553818
543	0.2314396078
544	0.2313496951
545	0.2312518231
546	0.2311689493
547	0.2309464201
548	0.2308482759
549	0.2307364199
550	0.2306683909
551	0.2306171229
552	0.230446525
553	0.2303392959
554	0.2301956683
555	0.230010129
556	0.2299014644
557	0.2298037775
558	0.2296964486
559	0.2296000444
560	0.2293981046
561	0.2293266596
562	0.2292661107
563	0.2291708464
564	0.229009363
565	0.2289283208
566	0.2288236267
567	0.2287438331
568	0.2286639205
569	0.2285611921
570	0.2283947714
571	0.2283311612
572	0.2282394008
573	0.2280859425
574	0.228001739
575	0.2279372519
576	0.2278562781
577	0.227769469
578	0.2277189794
579	0.2276500002
580	0.2275290846
581	0.2274498495
582	0.2273423607
583	0.2272247843
584	0.2271265363
585	0.2269832629
586	0.226833227
587	0.226740318
588	0.2265910152
589	0.226519805
590	0.2264359363
591	0.2262317432
592	0.2261007859
593	0.2260137546
594	0.2259422081
595	0.2258583655
596	0.2257723388
597	0.2256460387
598	0.2255838865
599	0.2254756998
600	0.2254079535
601	0.2253140118
602	0.2251892207
603	0.2250883371
604	0.2250271515
605	0.2249458642
606	0.2248737349
607	0.2247473688
608	0.2246270781
609	0.2245306386
610	0.2243875239
611	0.2243268523
612	0.2242205895
613	0.2240961243
614	0.2239602276
615	0.2238715317
616	0.2237099572
617	0.2235691699
618	0.2234887779
619	0.2233113111
620	0.2231249726
621	0.2229943109
622	0.2229356855
623	0.2228439588
624	0.2226897585
625	0.2225314124
626	0.2223465119
627	0.2222912667
628	0.2221335218
629	0.2220774487
630	0.2219618799
631	0.2218730249
632	0.2217367932
633	0.2216679991
634	0.2215455431
635	0.2214570554
636	0.2214092029
637	0.2212873313
638	0.2211714996
639	0.2211131389
640	0.2208948141
641	0.2207435312
642	0.2206884328
643	0.2205582751
644	0.2205055107
645	0.2203646147
646	0.2202394428
647	0.2201075879
648	0.2199920062
649	0.2198496845
650	0.2196541627
651	0.2195034785
652	0.2193697455
653	0.2192447055
654	0.2191584523
655	0.2191004659
656	0.2189662741
657	0.2189216851
658	0.2187741327
659	0.2187059316
660	0.2185955187
661	0.2184812025
662	0.2182654589
663	0.2181839286
664	0.2181085865
665	0.2180385122
666	0.2179625124
667	0.2178538387
668	0.2177883836
669	0.2176641996
670	0.2175870537
671	0.2175330283
672	0.2174928529
673	0.217460318
674	0.2173975988
675	0.2173343927
676	0.2172203275
677	0.2171237416
678	0.2170709978
679	0.2169996692
680	0.2169198559
681	0.2167956416
682	0.2166830944
683	0.2166061767
684	0.2165654285
685	0.2164716372
686	0.216353909
687	0.2162865207
688	0.2162025153
689	0.21605349
690	0.215966752
691	0.2158702883
692	0.2158092274
693	0.2156897382
694	0.2155969132
695	0.2154653718
696	0.215394786
697	0.2153452057
698	0.2151851052
699	0.2150891159
700	0.2150152822
701	0.2149604605
702	0.2149137825
703	0.2148620851
704	0.2148052357
705	0.2146867807
706	0.2145439214
707	0.2144155696
708	0.2142178518
709	0.214125391
710	0.2140685567
711	0.2139755636
712	0.2138620849
713	0.213810361
714	0.2137456595
715	0.2135862749
716	0.2135077137
717	0.2134080742
718	0.2132670162
719	0.213164071
720	0.2131038687
721	0.2130260944
722	0.2129692592
723	0.2128668335
724	0.2127182128
725	0.2126686173
726	0.2125498958
727	0.2123823879
728	0.2122798976
729	0.2121975358
730	0.2121407185
731	0.2120167833
732	0.211899435
733	0.2117753606
734	0.2116385811
735	0.2115789338
736	0.2115077631
737	0.2114113304
738	0.2113201626
739	0.2111949771
740	0.2111316573
741	0.2111020542
742	0.2110346963
743	0.2109041943
744	0.2108267409
745	0.2107750098
746	0.2106865248
747	0.2105751042
748	0.2104928815
749	0.2104098824
750	0.2103382839
751	0.2102386177
752	0.2101376537
753	0.210070468
754	0.2099666301
755	0.209846181
756	0.2096982772
757	0.2095601978
758	0.2094798707
759	0.2093913692
760	0.2092980742
761	0.2092428079
762	0.2091115291
763	0.2090403352
764	0.2089911819
765	0.2089005805
766	0.2088352061
767	0.2087142203
768	0.2086388319
769	0.2085846028
770	0.2084889137
771	0.208440467
772	0.2083414653
773	0.2082704437
774	0.2081430176
775	0.2080395657
776	0.2080183454
777	0.2079151076
778	0.2077942232
779	0.2076998655
780	0.2076141914
781	0.2075490977
782	0.2074917208
783	0.2074179337
784	0.2073351946
785	0.207159418
786	0.2070647084
787	0.2069679053
788	0.2068845461
789	0.2067479407
790	0.206650131
791	0.2065467238
792	0.2064876939
793	0.2064436011
794	0.2063269074
795	0.2061550644
796	0.206070659
797	0.2059883966
798	0.2058466234
799	0.205739117
800	0.2056923636
801	0.2055719593
802	0.2055031427
803	0.2054641464
804	0.205407331
805	0.2053072511
806	0.205232396
807	0.2051248372
808	0.2050323549
809	0.204923408
810	0.2048445758
811	0.2047890544
812	0.2047526086
813	0.2046895828
814	0.2046290283
815	0.2045544273
816	0.2044449869
817	0.204365261
818	0.2042838038
819	0.2042501359
820	0.2041734896
821	0.2040958196
822	0.2040078385
823	0.2039057615
824	0.2037876527
825	0.2036626966
826	0.2035577961
827	0.2035075125
828	0.2034177226
829	0.2033648113
830	0.2033118704
831	0.2032147015
832	0.2031136356
833	0.2030053969
834	0.2029270998
835	0.2028722044
836	0.2027427168
837	0.2027175165
838	0.2026306995
839	0.2025793403
840	0.2024813348
841	0.2023214977
842	0.2022024548
843	0.2021215655
844	0.2020395601
845	0.2019730661
846	0.2018619873
847	0.2017742913
848	0.2017041154
849	0.2015958221
850	0.2015360004
851	0.2014733504
852	0.2014154356
853	0.2013542808
854	0.2011749651
855	0.201093333
856	0.2009115607
857	0.2008678002
858	0.2008202684
859	0.20077352
860	0.2006578057
861	0.2005662342
862	0.2005094117
863	0.200460363
864	0.2003403907
865	0.2002356599
866	0.2001633825
867	0.2000893528
868	0.2000075998
869	0.199883884
870	0.199820004
871	0.1997759907
872	0.1997214202
873	0.1996476763
874	0.199526727
875	0.1994879564
876	0.1994003767
877	0.1993166385
878	0.1992458527
879	0.1991090943
880	0.1990670352
881	0.1989795118
882	0.1989167532
883	0.1988526043
884	0.1987332417
885	0.1986557273
886	0.198595587
887	0.1985395472
888	0.19846085
889	0.1983774294
890	0.1982668511
891	0.1981647206
892	0.1980907575
893	0.1980178475
894	0.197946506
895	0.1978413516
896	0.1978033151
897	0.1977293515
898	0.1976275541
899	0.1975271993
900	0.1974471505
901	0.1973969708
902	0.1973166862
903	0.1972626495
904	0.1972110375
905	0.1971274111
906	0.1970481697
907	0.1969022953
908	0.1968165852
909	0.1967475381
910	0.1966533491
911	0.1965551277
912	0.1963980749
913	0.1962159051
914	0.1961704501
915	0.1961073916
916	0.1959755329
917	0.1959305817
918	0.1958482017
919	0.1957547988
920	0.1956646777
921	0.1955855151
922	0.195501058
923	0.1954120496
924	0.1953259299
925	0.1952326672
926	0.1951615761
927	0.195118056
928	0.1950345251
929	0.1949790003
930	0.1948919429
931	0.1947984695
932	0.1947295181
933	0.1946428059
934	0.1945593356
935	0.1945263667
936	0.1944139166
937	0.194303777
938	0.194181257
939	0.1940664481
940	0.1940427508
941	0.1939925909
942	0.1939113677
943	0.1938035686
944	0.193737305
945	0.193692251
946	0.1936382004
947	0.193599706
948	0.193501178
949	0.1934391956
950	0.1933940351
951	0.1932811411
952	0.193232754
953	0.1931801836
954	0.1931004975
955	0.193082125
956	0.1930515534
957	0.1929484745
958	0.1928716959
959	0.1927866313
960	0.1927045991
961	0.1926044077
962	0.192538839
963	0.1924733685
964	0.1924117691
965	0.1923166736
966	0.1922497602
967	0.1921860484
968	0.1921155493
969	0.1920193421
970	0.1919272154
971	0.1918830341
972	0.1917973403
973	0.1917381841
974	0.1916990499
975	0.1916033619
976	0.1915566619
977	0.1913786084
978	0.1913255456
979	0.1912325996
980	0.1911470304
981	0.1910808855
982	0.1909593055
983	0.190859175
984	0.1907975582
985	0.1907004383
986	0.1906171974
987	0.1905558502
988	0.1905253046
989	0.190477617
990	0.190436463
991	0.1903669523
992	0.1903065235
993	0.1902021532
994	0.1901430512
995	0.190093503
996	0.1899794228
997	0.1899322708
998	0.1898514025
999	0.1897570826
